No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
6988,STMP,Stamps.com Inc.,Technology,Software - Application,USA,6.05B,54.89,328.8,-0.02%,230841
6989,STN,Stantec Inc.,Industrials,Engineering & Construction,Canada,5.54B,37.3,50.2,0.50%,91126
6990,STNE,StoneCo Ltd.,Technology,Software - Application,Cayman Islands,13.52B,83.42,44.63,0.04%,4761222
6991,STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream,Monaco,959.79M,-,17.13,-0.93%,568474
6992,STOK,"Stoke Therapeutics, Inc.",Healthcare,Biotechnology,USA,890.04M,-,25.35,-5.73%,79324
6993,STON,StoneMor Inc.,Consumer Cyclical,Personal Services,USA,332.67M,-,2.91,-2.68%,127016
6994,STOR,STORE Capital Corporation,Real Estate,REIT - Diversified,USA,9.72B,42.18,36.06,-0.36%,874216
6995,STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,49.67,0.03%,30043
6996,STPC,Star Peak Corp II,Financial,Shell Companies,USA,500.84M,-,9.97,0.05%,174910
6997,STPZ,PIMCO 1-5 Year U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA,-,-,54.96,0.05%,94738
6998,STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,USA,1.87B,39.78,77.25,-0.19%,189320
6999,STRE,"Supernova Partners Acquisition Company III, Ltd.",Financial,Shell Companies,USA,340.39M,-,9.72,-1.72%,151
7000,STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,647.54M,12.87,23.11,-1.49%,102263
7001,STRM,"Streamline Health Solutions, Inc.",Healthcare,Health Information Services,USA,76.28M,-,1.8,4.65%,45138
7002,STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,USA,949.38M,-,21.73,-2.56%,224534
7003,STRR,"Star Equity Holdings, Inc.",Healthcare,Medical Devices,USA,13.56M,-,2.74,-2.49%,296841
7004,STRRP,"Star Equity Holdings, Inc.",Healthcare,Diagnostics & Research,USA,-,-,10.15,1.81%,3703
7005,STRS,Stratus Properties Inc.,Real Estate,Real Estate - Diversified,USA,251.26M,-,30.2,-0.53%,2353
7006,STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts,USA,155.51M,6.51,38.21,1.89%,7447
7007,STSA,"Satsuma Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,160.57M,-,5.07,-1.17%,36373
7008,STT,State Street Corporation,Financial,Asset Management,USA,31.31B,14.78,92.89,0.22%,1861974
7009,STTK,"Shattuck Labs, Inc.",Healthcare,Biotechnology,USA,863.99M,-,21.27,-1.53%,129478
7010,STVN,Stevanato Group S.p.A.,Healthcare,Pharmaceutical Retailers,Italy,8.32B,63.92,27.42,5.14%,516584
7011,STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,USA,7.29B,15.32,25.67,-0.81%,1476602
7012,STWO,ACON S2 Acquisition Corp.,Financial,Shell Companies,USA,310.72M,-,9.94,0.10%,2751
7013,STWOU,ACON S2 Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.12,-3.16%,32
7014,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Ireland,20.18B,16.62,90.32,0.92%,1481793
7015,STXB,"Spirit of Texas Bancshares, Inc.",Financial,Banks - Regional,USA,390.21M,9.71,23.38,-1.27%,21745
7016,STXS,"Stereotaxis, Inc.",Healthcare,Medical Instruments & Supplies,USA,508.23M,-,6.8,-1.31%,147128
7017,STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA,41.00B,40.25,211.83,-0.30%,698943
7018,SU,Suncor Energy Inc.,Energy,Oil & Gas Integrated,Canada,26.98B,23.76,18.72,-0.95%,5965255
7019,SUB,iShares Short-Term National Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,107.75,-0.05%,193345
7020,SUBZ,Roundhill Streaming Services & Technology ETF,Financial,Exchange Traded Fund,USA,-,-,11.2,-0.52%,9138
7021,SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,USA,24.12B,98.51,209.13,-0.10%,408478
7022,SUM,"Summit Materials, Inc.",Basic Materials,Building Materials,USA,3.82B,23.84,32.92,-1.58%,499585
7023,SUMO,"Sumo Logic, Inc.",Technology,Software - Infrastructure,USA,2.24B,-,21.4,-0.09%,965675
7024,SUMR,"Summer Infant, Inc.",Consumer Defensive,Household & Personal Products,USA,19.98M,50.22,9.04,1.76%,6962
7025,SUN,Sunoco LP,Energy,Oil & Gas Refining & Marketing,USA,3.12B,7.42,37.59,0.89%,153141
7026,SUNS,SLR Senior Investment Corp.,Financial,Asset Management,USA,255.50M,6.27,15.92,0.44%,33486
7027,SUNW,"Sunworks, Inc.",Technology,Solar,USA,195.93M,-,7.33,-2.79%,668174
7028,SUP,"Superior Industries International, Inc.",Consumer Cyclical,Auto Parts,USA,179.71M,-,7.12,-1.66%,192945
7029,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.38B,14.8,27.46,-0.79%,346449
7030,SUPV,Grupo Supervielle S.A.,Financial,Banks - Regional,Argentina,339.21M,7.47,2.48,2.48%,566858
7031,SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA,277.20M,54.96,6.32,-2.17%,400633
7032,SUSA,iShares MSCI USA ESG Select ETF,Financial,Exchange Traded Fund,USA,-,-,101.93,0.07%,88688
7033,SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,26.04,0.00%,204241
7034,SUSC,iShares ESG USD Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.84,-0.29%,80683
7035,SUSL,iShares ESG MSCI USA Leaders ETF,Financial,Exchange Traded Fund,USA,-,-,79.84,0.06%,13479
7036,SUZ,Suzano S.A.,Basic Materials,Paper & Paper Products,Brazil,16.08B,-,11.92,1.97%,694707
7037,SV,Spring Valley Acquisition Corp.,Financial,Shell Companies,USA,262.73M,-,8.97,0.34%,46802
7038,SVA,Sinovac Biotech Ltd.,Healthcare,Biotechnology,China,642.44M,6.66,6.47,0.00%,0
7039,SVBI,"Severn Bancorp, Inc.",Financial,Banks - Regional,USA,159.75M,16.05,12.5,0.48%,5659
7040,SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel,USA,1.79B,-,11.3,-0.96%,718464
7041,SVFA,SVF Investment Corp.,Financial,Shell Companies,USA,735.12M,-,9.72,0.00%,301849
7042,SVFAU,SVF Investment Corp.,Financial,Shell Companies,USA,-,-,9.9,0.10%,345613
7043,SVFB,SVF Investment Corp. 2,Financial,Shell Companies,USA,290.52M,-,9.78,0.57%,42
7044,SVFC,SVF Investment Corp. 3,Financial,Shell Companies,USA,399.73M,-,9.74,0.10%,105
7045,SVM,Silvercorp Metals Inc.,Basic Materials,Silver,Canada,758.67M,18.72,4.55,3.88%,1550289
7046,SVOK,Seven Oaks Acquisition Corp.,Financial,Shell Companies,USA,319.68M,-,9.89,-0.05%,20857
7047,SVOKU,Seven Oaks Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.18,-0.29%,1321
7048,SVOL,Simplify Volatility Premium ETF,Financial,Exchange Traded Fund,USA,-,-,27.78,-0.18%,37687
7049,SVRA,Savara Inc.,Healthcare,Biotechnology,USA,175.27M,-,1.55,-2.52%,297683
7050,SVSVU,Spring Valley Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.35,-3.36%,1678
7051,SVT,"Servotronics, Inc.",Industrials,Electrical Equipment & Parts,USA,28.98M,-,11.5,-2.87%,839
7052,SVVC,"Firsthand Technology Value Fund, Inc.",Financial,Asset Management,USA,38.74M,-,5.62,-0.35%,10971
7053,SVXY,ProShares Trust II - ProShares Short VIX Short-Term Futures ETF,Financial,Exchange Traded Fund,USA,-,-,58.43,-0.29%,2097235
7054,SWAN,Amplify BlackSwan Growth & Treasury Core ETF,Financial,Exchange Traded Fund,USA,-,-,35.86,-0.36%,143917
7055,SWAV,"ShockWave Medical, Inc.",Healthcare,Medical Devices,USA,7.85B,-,226.85,0.31%,136045
7056,SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,USA,1.07B,5.05,22.45,1.63%,2024140
7057,SWBK,Switchback II Corporation,Financial,Shell Companies,USA,394.11M,-,9.97,-0.10%,256853
7058,SWCH,"Switch, Inc.",Technology,Information Technology Services,USA,6.31B,117.3,26.04,0.42%,1911085
7059,SWET,Athlon Acquisition Corp.,Financial,Shell Companies,USA,333.72M,-,9.68,-0.09%,71
7060,SWETU,Athlon Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.98,0.00%,0
7061,SWI,SolarWinds Corporation,Technology,Software - Infrastructure,USA,2.75B,22.14,17.47,0.87%,400974
7062,SWIM,"Latham Group, Inc.",Industrials,Building Products & Equipment,USA,2.62B,-,22.2,-0.72%,183460
7063,SWIR,"Sierra Wireless, Inc.",Technology,Communication Equipment,Canada,605.03M,-,16.26,-0.85%,57864
7064,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,USA,31.02B,17.19,191.1,-1.03%,894385
7065,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,29.81B,21.57,183.01,-0.14%,825616
7066,SWM,"Schweitzer-Mauduit International, Inc.",Basic Materials,Paper & Paper Products,USA,1.15B,18.66,37.96,0.85%,90833
7067,SWN,Southwestern Energy Company,Energy,Oil & Gas E&P,USA,3.17B,-,5.07,3.68%,14377748
7068,SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.42B,-,72,-3.51%,327166
7069,SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities - Regulated Gas,USA,4.17B,15.56,71.61,-0.43%,360999
7070,SWZ,The Swiss Helvetia Fund Inc.,Financial,Closed-End Fund - Foreign,USA,132.15M,7.77,10,0.16%,6006
7071,SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,USA,560.63M,-,7.06,0.14%,538512
7072,SXI,Standex International Corporation,Industrials,Specialty Industrial Machinery,USA,1.19B,32.43,99.33,-0.54%,35187
7073,SXQG,6 Meridian Quality Growth ETF,Financial,Exchange Traded Fund,USA,-,-,26.76,0.11%,3
7074,SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,USA,3.62B,32.29,88.19,0.15%,206257
7075,SXTC,"China SXT Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China,17.35M,-,1.14,-1.72%,110587
7076,SY,So-Young International Inc.,Healthcare,Health Information Services,China,642.70M,-,5.35,-1.83%,726289
7077,SYBT,"Stock Yards Bancorp, Inc.",Financial,Banks - Regional,USA,1.38B,20.89,53.9,1.20%,79437
7078,SYBX,"Synlogic, Inc.",Healthcare,Biotechnology,USA,164.55M,-,3.07,13.70%,1987663
7079,SYF,Synchrony Financial,Financial,Credit Services,USA,26.38B,8.46,47.38,-1.93%,5080712
7080,SYK,Stryker Corporation,Healthcare,Medical Devices,USA,103.46B,50.64,276.65,-0.37%,646402
7081,SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services,USA,2.15B,31.56,54,0.00%,0
7082,SYLD,Cambria Shareholder Yield ETF,Financial,Exchange Traded Fund,USA,-,-,62.34,-0.69%,78295
7083,SYN,"Synthetic Biologics, Inc.",Healthcare,Biotechnology,USA,66.88M,-,0.51,-1.75%,811824
7084,SYNA,Synaptics Incorporated,Technology,Semiconductors,USA,7.18B,90.59,189.96,-0.36%,169852
7085,SYNH,"Syneos Health, Inc.",Healthcare,Diagnostics & Research,USA,9.77B,42.54,95.24,0.61%,396945
7086,SYNL,Synalloy Corporation,Basic Materials,Steel,USA,109.39M,-,11.75,0.60%,20227
7087,SYPR,"Sypris Solutions, Inc.",Consumer Cyclical,Auto Parts,USA,77.67M,18.42,3.72,-0.80%,124637
7088,SYRS,"Syros Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,311.75M,-,5.3,-4.50%,412401
7089,SYTA,Siyata Mobile Inc.,Technology,Communication Equipment,Canada,18.08M,-,3.95,-4.59%,196878
7090,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,USA,38.96B,75.68,77.35,-1.29%,1900979
7091,SZC,The Cushing Renaissance Fund,Financial,Closed-End Fund - Equity,USA,123.09M,-,47.31,-0.30%,4857
7092,SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,39.82,0.02%,3593
7093,T,AT&T Inc.,Communication Services,Telecom Services,USA,195.98B,-,27.56,-0.29%,27006886
7094,TA,TravelCenters of America Inc.,Consumer Cyclical,Specialty Retail,USA,607.31M,24.56,42.98,1.37%,85158
7095,TAC,TransAlta Corporation,Utilities,Utilities - Independent Power Producers,Canada,2.66B,-,9.89,0.00%,147396
7096,TACA,Trepont Acquisition Corp I,Financial,Shell Companies,USA,284.33M,-,9.9,-0.10%,532
7097,TACO,"Del Taco Restaurants, Inc.",Consumer Cyclical,Restaurants,USA,301.59M,14.57,8.58,-1.61%,96130
7098,TACT,TransAct Technologies Incorporated,Technology,Computer Hardware,USA,124.35M,-,13.65,2.25%,78112
7099,TAIL,Cambria Tail Risk ETF,Financial,Exchange Traded Fund,USA,-,-,18.67,-0.43%,99494
7100,TAIT,Taitron Components Incorporated,Technology,Electronics & Computer Distribution,USA,26.27M,12.67,4.46,1.95%,12886
7101,TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Japan,53.80B,13.64,16.97,1.50%,1288576
7102,TAL,TAL Education Group,Consumer Defensive,Education & Training Services,China,3.38B,-,5.12,-0.58%,14957140
7103,TALK,"Talkspace, Inc.",Healthcare,Medical Care Facilities,USA,850.76M,-,5.61,0.36%,431833
7104,TALO,Talos Energy Inc.,Energy,Oil & Gas E&P,USA,965.95M,-,12.73,-1.70%,475538
7105,TALS,"Talaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,566.78M,-,13.72,8.03%,21420
7106,TAN,Invesco Solar ETF,Financial,Exchange Traded Fund,USA,-,-,86.04,-1.11%,680346
7107,TANH,Tantech Holdings Ltd,Consumer Defensive,Household & Personal Products,China,36.13M,-,0.83,-2.84%,295647
7108,TAOP,Taoping Inc.,Technology,Software - Infrastructure,China,48.36M,-,3.12,-2.19%,790807
7109,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,10.16B,-,46.98,-0.23%,842263
7110,TARA,"Protara Therapeutics, Inc.",Healthcare,Biotechnology,USA,86.58M,-,7.9,2.60%,40185
7111,TARO,Taro Pharmaceutical Industries Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,2.73B,92.79,70.61,0.16%,17976
7112,TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,515.53M,-,26.67,1.41%,9014
7113,TASK,"TaskUs, Inc.",Technology,Information Technology Services,USA,6.35B,-,70.82,3.84%,1111164
7114,TAST,"Carrols Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA,193.63M,-,3.95,-2.47%,258143
7115,TATT,TAT Technologies Ltd.,Industrials,Aerospace & Defense,Israel,51.53M,-,5.81,-2.11%,7427
7116,TAXF,American Century Diversified Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,55.47,-0.02%,14732
7117,TAYD,"Taylor Devices, Inc.",Industrials,Specialty Industrial Machinery,USA,41.95M,20.69,11.75,1.64%,781
7118,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1.31B,14.03,24.32,0.04%,173784
7119,TBCPU,Thunder Bridge Capital Partners III Inc.,Financial,Shell Companies,USA,-,-,9.81,-0.05%,1522
7120,TBF,ProShares Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,16.28,0.87%,578892
7121,TBI,"TrueBlue, Inc.",Industrials,Staffing & Employment Services,USA,936.07M,24.67,27.58,-0.43%,64884
7122,TBIO,"Translate Bio, Inc.",Healthcare,Biotechnology,USA,2.80B,74.61,37.38,-0.72%,983144
7123,TBK,"Triumph Bancorp, Inc.",Financial,Banks - Regional,USA,1.97B,18.16,82.27,-0.48%,86332
7124,TBLA,"Taboola.com, Ltd.",Communication Services,Internet Content & Information,USA,2.25B,-,8.99,-3.23%,4169037
7125,TBLT,"ToughBuilt Industries, Inc.",Industrials,Tools & Accessories,USA,71.25M,-,0.57,-2.20%,3565426
7126,TBNK,Territorial Bancorp Inc.,Financial,Banks - Regional,USA,236.65M,12.31,25.31,0.08%,14948
7127,TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,Cayman Islands,622.38M,-,8.47,-3.64%,875593
7128,TBSAU,TB SA Acquisition Corp,Financial,Shell Companies,Cayman Islands,-,-,9.8,0.00%,0
7129,TBT,ProShares UltraShort 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,17.49,1.63%,2574103
7130,TBX,ProShares Short 7-10 Year Treasury,Financial,Exchange Traded Fund,USA,-,-,24.11,0.18%,66302
7131,TC,TuanChe Limited,Communication Services,Internet Content & Information,China,40.11M,-,1.95,-4.87%,1456
7132,TCACU,Tuatara Capital Acquisition Corporation,Financial,Shell Companies,USA,-,-,9.96,0.20%,3
7133,TCBI,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,2.99B,12.4,60.26,0.12%,605054
7134,TCBIO,"Texas Capital Bancshares, Inc.",Financial,Banks - Regional,USA,-,-,26.68,-0.04%,23349
7135,TCBK,TriCo Bancshares,Financial,Banks - Regional,USA,1.12B,11.35,39.21,0.18%,61144
7136,TCDA,"Tricida, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,209.64M,-,4.23,-2.53%,98848
7137,TCFC,The Community Financial Corporation,Financial,Banks - Regional,USA,202.44M,9.25,35.64,-0.03%,18206
7138,TCHP,T. Rowe Price Blue Chip Growth ETF,Financial,Exchange Traded Fund,USA,-,-,34.01,0.61%,39197
7139,TCI,"Transcontinental Realty Investors, Inc.",Real Estate,REIT - Diversified,USA,299.81M,-,34.62,-1.93%,2591
7140,TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,USA,820.10M,61.77,42.87,-4.46%,114942
7141,TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,China,40.64B,6.76,31.42,0.58%,4053393
7142,TCON,"TRACON Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,76.32M,-,3.94,-2.48%,126042
7143,TCPC,BlackRock TCP Capital Corp.,Financial,Asset Management,USA,814.53M,4.47,14.3,-0.56%,130369
7144,TCRR,TCR2 Therapeutics Inc.,Healthcare,Biotechnology,USA,637.67M,-,17.62,-0.90%,485153
7145,TCS,"The Container Store Group, Inc.",Consumer Cyclical,Specialty Retail,USA,566.73M,6.21,11.41,0.09%,404243
7146,TCTL,Premise Capital Diversified Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,34.05,0.14%,1728
7147,TCVA,TCV Acquisition Corp.,Financial,Shell Companies,USA,402.78M,-,9.8,-0.20%,113254
7148,TCX,Tucows Inc.,Technology,Software - Infrastructure,Canada,799.49M,122.68,76.8,1.53%,12477
7149,TD,The Toronto-Dominion Bank,Financial,Banks - Diversified,Canada,119.58B,9.86,65.83,0.09%,838274
7150,TDAC,Trident Acquisitions Corp.,Financial,Shell Companies,USA,141.25M,-,11.95,2.93%,130863
7151,TDC,Teradata Corporation,Technology,Information Technology Services,USA,6.06B,63.73,57.04,0.25%,530714
7152,TDF,"Templeton Dragon Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,644.31M,2.14,19.06,-1.04%,68437
7153,TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,USA,32.41B,70.43,602.27,-1.23%,220681
7154,TDIV,First Trust NASDAQ Technology Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,59.24,0.19%,31656
7155,TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,USA,22.81B,-,144.56,-0.61%,1169076
7156,TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services,USA,2.17B,14.09,20.63,0.49%,442084
7157,TDSA,Cabana Target Drawdown 5 ETF,Financial,Exchange Traded Fund,USA,-,-,26.18,-0.12%,63
7158,TDSB,Cabana Target Drawdown 7 ETF,Financial,Exchange Traded Fund,USA,-,-,26.56,-0.04%,12220
7159,TDSC,Cabana Target Drawdown 10 ETF,Financial,Exchange Traded Fund,USA,-,-,27.82,-0.18%,68553
7160,TDSD,Cabana Target Drawdown 13 ETF,Financial,Exchange Traded Fund,USA,-,-,29.15,-0.21%,45833
7161,TDSE,Cabana Target Drawdown 16 ETF,Financial,Exchange Traded Fund,USA,-,-,29.59,-0.03%,39812
7162,TDTF,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,-,-,28.1,-0.04%,139005
7163,TDTT,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,Financial,Exchange Traded Fund,USA,-,-,26.38,0.08%,143128
7164,TDUP,ThredUp Inc.,Consumer Cyclical,Internet Retail,USA,1.68B,-,19.05,-2.56%,414152
7165,TDV,ProShares S&P Technology Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA,-,-,62.61,-0.01%,2303
7166,TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,USA,444.69M,-,11.42,-2.48%,72194
7167,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,20.69B,46.48,448.81,-2.40%,287948
7168,TEAF,Ecofin Sustainable and Social Impact Term Fund,Financial,Asset Management,USA,199.67M,-,14.8,0.61%,21968
7169,TEAM,Atlassian Corporation Plc,Technology,Software - Application,Australia,94.63B,-,384.59,2.28%,1193451
7170,TECB,iShares U.S. Tech Breakthrough Multisector ETF,Financial,Exchange Traded Fund,USA,-,-,43.83,0.90%,10383
7171,TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,19.98B,147.95,513.09,0.45%,161835
7172,TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining,Canada,12.52B,107.98,24.62,3.10%,4780733
7173,TECL,Direxion Daily Technology Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,69.15,1.17%,820407
7174,TECS,Direxion Daily Technology Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,3.99,-1.48%,1592040
7175,TEDU,"Tarena International, Inc.",Consumer Defensive,Education & Training Services,China,81.40M,-,1.51,-4.43%,710950
7176,TEF,"Telefonica, S.A.",Communication Services,Telecom Services,Spain,27.37B,2.57,4.9,-1.80%,1020349
7177,TEI,Templeton Emerging Markets Income Fund,Financial,Closed-End Fund - Debt,USA,387.83M,-,8.08,1.00%,213258
7178,TEKK,Tekkorp Digital Acquisition Corp.,Financial,Shell Companies,USA,304.69M,-,9.75,-0.20%,955
7179,TEL,TE Connectivity Ltd.,Technology,Electronic Components,Switzerland,48.50B,29.49,149.67,-0.93%,1075769
7180,TELA,"TELA Bio, Inc.",Healthcare,Medical Devices,USA,194.00M,-,13.02,-0.61%,10400
7181,TELL,Tellurian Inc.,Energy,Oil & Gas E&P,USA,1.40B,-,3.12,-1.58%,7193556
7182,TEN,Tenneco Inc.,Consumer Cyclical,Auto Parts,USA,1.11B,-,14.26,-1.52%,465275
7183,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,USA,4.87B,-,46.74,1.90%,482281
7184,TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,USA,39.55M,-,1.57,-2.48%,19047
7185,TEO,Telecom Argentina S.A.,Communication Services,Telecom Services,Argentina,1.10B,-,5.13,-2.66%,133771
7186,TEQI,T. Rowe Price Equity Income ETF,Financial,Exchange Traded Fund,USA,-,-,35.27,-0.32%,4385
7187,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,19.21B,23.84,121.88,0.84%,761932
7188,TERM,EquityCompass Tactical Risk Manager ETF,Financial,Exchange Traded Fund,USA,-,-,22.34,-0.39%,2114
7189,TERN,"Terns Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,315.92M,-,12.58,-1.72%,49905
7190,TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA,53.19M,-,5.91,-2.31%,17146
7191,TETCU,Tech and Energy Transition Corporation,Financial,Shell Companies,USA,-,-,9.82,0.20%,3
7192,TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,10.71B,-,9.48,-0.42%,3196898
7193,TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery,USA,3.33B,23.21,49.02,-2.91%,528462
7194,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,74.06B,14.76,56.45,-0.27%,2575971
7195,TFFP,"TFF Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,197.63M,-,8.17,-3.54%,134070
7196,TFI,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.98,-0.08%,351961
7197,TFII,TFI International Inc.,Industrials,Trucking,Canada,13.39B,17.76,115.15,0.33%,146890
7198,TFIV,Global X TargetIncome 5 ETF,Financial,Exchange Traded Fund,USA,-,-,24.19,-0.27%,4
7199,TFLO,iShares Treasury Floating Rate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.28,0.00%,8652
7200,TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA,5.35B,71.43,19.5,-1.91%,207179
7201,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,18.54B,53.72,398.43,-1.53%,257973
7202,TG,Tredegar Corporation,Basic Materials,Specialty Chemicals,USA,430.47M,22.42,13.14,-0.45%,110588
7203,TGA,TransGlobe Energy Corporation,Energy,Oil & Gas E&P,Canada,132.25M,-,1.86,1.64%,127927
7204,TGB,Taseko Mines Limited,Basic Materials,Other Industrial Metals & Mining,Canada,522.86M,74.23,1.93,1.58%,2330074
7205,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,1.60B,8.76,33.83,-0.32%,210865
7206,TGI,"Triumph Group, Inc.",Industrials,Aerospace & Defense,USA,1.13B,-,18.32,-2.86%,460612
7207,TGLS,Tecnoglass Inc.,Industrials,Building Products & Equipment,Colombia,1.01B,19.17,21.97,-7.65%,596398
7208,TGNA,TEGNA Inc.,Communication Services,Broadcasting,USA,3.77B,6.48,17.48,-1.63%,561131
7209,TGP,Teekay LNG Partners L.P.,Energy,Oil & Gas Midstream,Bermuda,1.38B,7.52,16.16,4.46%,1585072
7210,TGS,Transportadora de Gas del Sur S.A.,Energy,Oil & Gas Midstream,Argentina,703.94M,14.77,5.08,-2.68%,181869
7211,TGT,Target Corporation,Consumer Defensive,Discount Stores,USA,119.52B,19.46,244.31,-0.61%,3348460
7212,TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,USA,4.01B,-,30.17,0.00%,2154707
7213,TH,Target Hospitality Corp.,Energy,Oil & Gas Equipment & Services,USA,400.09M,-,4.14,1.97%,111056
7214,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,7.97B,19.59,75.89,-0.12%,357380
7215,THCA,Tuscan Holdings Corp. II,Financial,Shell Companies,USA,191.96M,-,10.05,-0.10%,3455
7216,THCX,The Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,14.73,-0.07%,38175
7217,THD,iShares MSCI Thailand ETF,Financial,Exchange Traded Fund,USA,-,-,79.87,0.44%,37213
7218,THFF,First Financial Corporation,Financial,Banks - Regional,USA,514.48M,9.29,40.51,0.10%,40253
7219,THG,"The Hanover Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA,4.87B,10.21,139.54,-1.01%,79257
7220,THM,International Tower Hill Mines Ltd.,Basic Materials,Gold,Canada,175.83M,-,0.9,-0.73%,134803
